                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.0807,                 1.7242,                   1.28,                      0,                      0,                      0,                      0,                      0,                 34.719,                      0,             0.00023791,             0.00023791,             0.00023791
                     25,                  1.082,                 1.7253,                  1.277,                      0,                      0,                      0,                      0,                      0,                 35.095,                      0,             0.00024165,             0.00024165,             0.00024165
                     26,                 1.0984,                 1.7844,                  1.302,                      0,                      0,                      0,                      0,                      0,                 35.095,                      0,             0.00024484,             0.00024484,             0.00024484
                     27,                 1.0607,                 1.8511,                 1.2404,                      0,                      0,                      0,                      0,                      0,                 35.463,                      0,             0.00024748,             0.00024748,             0.00024748
                     28,                 1.2386,                 1.5647,                 1.3153,                      0,                      0,                      0,                      0,                      0,                 35.463,                      0,             0.00024957,             0.00024957,             0.00024957
                     29,                 1.1423,                 1.6063,                 1.3276,                      0,                      0,                      0,                      0,                      0,                 35.833,                      0,             0.00025112,             0.00025112,             0.00025112
                     30,                 1.0654,                 1.4707,                 1.2143,                      0,                      0,                      0,                      0,                      0,                 35.833,                      0,             0.00025211,             0.00025211,             0.00025211
                     31,                0.96897,                 1.7571,                 1.2554,                      0,                      0,                      0,                      0,                      0,                  35.65,                      0,             0.00025255,             0.00025255,             0.00025255
                     32,                 0.9814,                 1.6428,                 1.2527,                      0,                      0,                      0,                      0,                      0,                  35.65,                      0,             0.00025244,             0.00025244,             0.00025244
                     33,                 0.8647,                 1.2081,                 1.1339,                      0,                      0,                      0,                      0,                      0,                 35.369,                      0,             0.00025178,             0.00025178,             0.00025178
                     34,                0.86507,                 1.3434,                 1.1159,                      0,                      0,                      0,                      0,                      0,                 35.369,                      0,             0.00025058,             0.00025058,             0.00025058
                     35,                0.84117,                 1.5347,                 1.2014,                      0,                      0,                      0,                      0,                      0,                 35.187,                      0,             0.00024882,             0.00024882,             0.00024882
                     36,                0.95651,                 1.3959,                 1.2544,                      0,                      0,                      0,                      0,                      0,                 35.187,                      0,             0.00024651,             0.00024651,             0.00024651
                     37,                 1.0435,                 1.4025,                 1.1796,                      0,                      0,                      0,                      0,                      0,                   35.3,                      0,             0.00024365,             0.00024365,             0.00024365
                     38,                0.91731,                 1.5837,                 1.2678,                      0,                      0,                      0,                      0,                      0,                   35.3,                      0,             0.00024024,             0.00024024,             0.00024024
                     39,                0.95352,                 1.4645,                 1.1975,                      0,                      0,                      0,                      0,                      0,                 36.021,                      0,             0.00023628,             0.00023628,             0.00023628
                     40,                 1.3257,                 1.4845,                  1.312,                      0,                      0,                      0,                      0,                      0,                 36.021,                      0,             0.00023177,             0.00023177,             0.00023177
                     41,                 1.0037,                 1.3062,                 1.1482,                      0,                      0,                      0,                      0,                      0,                 37.289,                      0,             0.00022671,             0.00022671,             0.00022671
                     42,                0.87069,                 1.3897,                 1.2041,                      0,                      0,                      0,                      0,                      0,                 37.289,                      0,              0.0002211,              0.0002211,              0.0002211
                     43,                0.80474,                 1.4935,                 1.1122,                      0,                      0,                      0,                      0,                      0,                 37.875,                      0,             0.00021494,             0.00021494,             0.00021494
                     44,                0.91257,                 1.2444,                 1.1596,                      0,                      0,                      0,                      0,                      0,                 37.875,                      0,             0.00020823,             0.00020823,             0.00020823
                     45,                0.84139,                 1.2732,                 1.1168,                      0,                      0,                      0,                      0,                      0,                 38.907,                      0,             0.00020097,             0.00020097,             0.00020097
                     46,                 0.9203,                 1.3478,                 1.2199,                      0,                      0,                      0,                      0,                      0,                 38.907,                      0,             0.00019316,             0.00019316,             0.00019316
                     47,                0.92241,                 1.3809,                 1.2474,                      0,                      0,                      0,                      0,                      0,                  40.49,                      0,              0.0001848,              0.0001848,              0.0001848
                     48,                0.84115,                 1.1652,                 1.1275,                      0,                      0,                      0,                      0,                      0,                  40.49,                      0,             0.00017589,             0.00017589,             0.00017589
                     49,                0.84913,                 1.2075,                 1.1821,                      0,                      0,                      0,                      0,                      0,                 41.996,                      0,             0.00016643,             0.00016643,             0.00016643
                     50,                0.74935,                 1.1395,                 1.1055,                      0,                      0,                      0,                      0,                      0,                 41.996,                      0,             0.00015642,             0.00015642,             0.00015642
                     51,                0.85575,                 1.7278,                 1.2223,                      0,                      0,                      0,                      0,                      0,                 43.411,                      0,             0.00014586,             0.00014586,             0.00014586
                     52,                0.77124,                 1.3644,                 1.0033,                      0,                      0,                      0,                      0,                      0,                 43.411,                      0,             0.00013475,             0.00013475,             0.00013475
                     53,                 1.0569,                  1.551,                 1.2043,                      0,                      0,                      0,                      0,                      0,                 43.411,                      0,             0.00012309,             0.00012309,             0.00012309
                     54,                0.99946,                 1.7462,                 1.1796,                      0,                      0,                      0,                      0,                      0,                 44.405,                      0,             0.00011088,             0.00011088,             0.00011088
                     55,                0.89846,                 1.3565,                 1.0847,                      0,                      0,                      0,                      0,                      0,                 44.405,                      0,              9.812e-05,              9.812e-05,              9.812e-05
                     56,                0.96876,                 1.7079,                 1.1746,                      0,                      0,                      0,                      0,                      0,                 44.405,                      0,             8.4809e-05,             8.4809e-05,             8.4809e-05
                     57,                0.98836,                 1.4193,                 1.1211,                      0,                      0,                      0,                      0,                      0,                 45.342,                      0,             7.0948e-05,             7.0948e-05,             7.0948e-05
                     58,                0.74043,                 1.3201,                  1.012,                      0,                      0,                      0,                      0,                      0,                 45.342,                      0,             5.6536e-05,             5.6536e-05,             5.6536e-05
                     59,                0.61874,                 1.2618,                 1.0817,                      0,                      0,                      0,                      0,                      0,                 45.342,                      0,             4.1575e-05,             4.1575e-05,             4.1575e-05
                     60,                0.87709,                 1.4599,                 1.1901,                      0,                      0,                      0,                      0,                      0,                  46.59,                      0,             2.6064e-05,             2.6064e-05,             2.6064e-05
